timestamp_ms,bid0_price,bid0_size,bid0_orders,bid1_price,bid1_size,bid1_orders,bid2_price,bid2_size,bid2_orders,bid3_price,bid3_size,bid3_orders,bid4_price,bid4_size,bid4_orders,bid5_price,bid5_size,bid5_orders,bid6_price,bid6_size,bid6_orders,bid7_price,bid7_size,bid7_orders,bid8_price,bid8_size,bid8_orders,bid9_price,bid9_size,bid9_orders,bid10_price,bid10_size,bid10_orders,bid11_price,bid11_size,bid11_orders,bid12_price,bid12_size,bid12_orders,bid13_price,bid13_size,bid13_orders,bid14_price,bid14_size,bid14_orders,bid15_price,bid15_size,bid15_orders,bid16_price,bid16_size,bid16_orders,bid17_price,bid17_size,bid17_orders,bid18_price,bid18_size,bid18_orders,bid19_price,bid19_size,bid19_orders,bid20_price,bid20_size,bid20_orders,bid21_price,bid21_size,bid21_orders,bid22_price,bid22_size,bid22_orders,bid23_price,bid23_size,bid23_orders,bid24_price,bid24_size,bid24_orders,ask0_price,ask0_size,ask0_orders,ask1_price,ask1_size,ask1_orders,ask2_price,ask2_size,ask2_orders,ask3_price,ask3_size,ask3_orders,ask4_price,ask4_size,ask4_orders,ask5_price,ask5_size,ask5_orders,ask6_price,ask6_size,ask6_orders,ask7_price,ask7_size,ask7_orders,ask8_price,ask8_size,ask8_orders,ask9_price,ask9_size,ask9_orders,ask10_price,ask10_size,ask10_orders,ask11_price,ask11_size,ask11_orders,ask12_price,ask12_size,ask12_orders,ask13_price,ask13_size,ask13_orders,ask14_price,ask14_size,ask14_orders,ask15_price,ask15_size,ask15_orders,ask16_price,ask16_size,ask16_orders,ask17_price,ask17_size,ask17_orders,ask18_price,ask18_size,ask18_orders,ask19_price,ask19_size,ask19_orders,ask20_price,ask20_size,ask20_orders,ask21_price,ask21_size,ask21_orders,ask22_price,ask22_size,ask22_orders,ask23_price,ask23_size,ask23_orders,ask24_price,ask24_size,ask24_orders,bid_vol_total,ask_vol_total,imbalance,spread,mid_price
1789003331054,78159.5,14.31,13,78159.4,0.01,1,78159.3,0.01,1,78159.1,0.02,2,78159,2.01,2,78158.3,0.01,1,78158,0.01,1,78157.3,0.01,1,78157.2,1,1,78156.7,0.02,2,78156.6,10.27,4,78156.5,29.03,2,78156.4,82.17,2,78156.3,0.01,1,78156.2,14.97,3,78156,0.03,3,78155.6,0.02,2,78155.2,0.1,1,78155,0.01,1,78154.9,87.44,4,78154.7,0.01,1,78154.6,84.23,1,78154.4,4.23,3,78154.2,0.11,2,78153.6,0.01,1,78159.6,658.15,59,78159.7,0.02,2,78159.9,0.02,2,78160.8,0.1,2,78161.1,0.01,1,78161.3,0.03,2,78161.4,65.14,3,78161.5,20.03,3,78161.6,20.03,4,78161.7,20.21,2,78161.8,0.01,1,78161.9,0.02,2,78162,0.66,3,78162.4,0.02,2,78162.5,78.31,1,78162.8,0.01,1,78163.1,0.01,1,78163.2,0.01,1,78163.4,0.01,1,78163.5,0.01,1,78163.6,8.47,3,78163.7,2.28,2,78163.8,0.02,2,78164,0.02,2,78164.1,3.09,2,330.05,876.69,-0.453,0.1,78159.6
1789003361254,78124.1,928.88,86,78124,200.01,2,78123.7,1.25,1,78122.8,0.01,1,78122.6,1.15,3,78122.5,0.02,2,78122.4,2.84,2,78122.3,1.29,2,78122.2,128.02,3,78122.1,132.14,2,78122,0.03,2,78121.7,0.01,1,78121.5,81.97,3,78121.4,263.25,1,78121.3,0.01,1,78121.2,0.98,4,78121.1,0.66,2,78121,0.03,2,78120.9,0.29,3,78120.8,2.03,5,78120.7,0.02,1,78120.5,0.14,4,78120.4,1.39,5,78120.3,0.87,4,78120.2,0.01,1,78124.2,168.42,31,78124.3,0.31,5,78124.8,0.01,1,78125.1,0.24,2,78126,0.01,1,78126.2,0.03,2,78126.3,1.64,1,78126.4,0.03,2,78126.5,23.84,13,78126.6,0.18,4,78126.9,0.01,1,78127.4,0.02,2,78127.6,0.02,2,78127.8,0.04,3,78127.9,5.2,2,78128,0.05,3,78128.1,2.1,1,78128.2,0.03,3,78128.3,3.12,4,78128.4,0.12,3,78128.5,0.02,2,78128.6,1.51,1,78128.7,0.01,1,78128.9,0.01,1,78129,0.01,1,1747.3,206.98,0.7882,0.1,78124.1
1789003391454,78171.9,939.56,66,78171.8,31.2,4,78171.6,0.03,3,78170.9,0.66,2,78170.8,31.55,2,78170.4,0.01,1,78170.1,0.05,4,78170,133.03,3,78169.6,0.42,3,78169.5,0.01,1,78169.4,0.65,2,78169.1,0.01,1,78169,0.01,1,78168.8,0.02,2,78168.7,21.13,4,78168.6,0.52,4,78168.5,175.02,1,78168.4,0.01,1,78168.3,79.42,2,78168.2,0.03,2,78168.1,0.8,3,78168,1.49,2,78167.9,9.17,2,78167.7,0.02,2,78167.6,0.1,2,78172,270.64,16,78172.2,0.01,1,78172.4,0.01,1,78173.1,0.03,3,78173.6,0.01,1,78174,0.01,1,78174.2,0.01,1,78174.3,0.01,1,78174.6,0.23,1,78174.8,0.01,1,78174.9,0.03,3,78175,5.08,11,78175.4,0.03,2,78175.5,0.14,3,78175.7,0.02,2,78175.8,0.01,1,78176,0.27,3,78176.4,0.02,2,78176.5,0.01,1,78176.6,0.01,1,78176.8,0.01,1,78177,0.01,1,78177.1,0.02,2,78177.3,0.01,1,78177.6,0.02,2,1424.92,276.66,0.6748,0.1,78171.9
1789003421704,78213.6,210,27,78213.5,0.01,1,78213.4,0.64,1,78213.2,0.03,2,78213.1,55.99,3,78213,11.98,1,78212.7,0.03,2,78212.6,4.13,1,78212.5,2.95,1,78212.1,0.01,1,78212,0.64,1,78211.9,0.01,1,78211.5,0.01,1,78211.4,0.01,1,78211.3,0.01,1,78210.8,2.55,1,78210.7,90.19,3,78210.6,92.22,5,78210.5,134.92,3,78210.3,0.01,1,78210.2,0.64,1,78209.8,0.11,3,78209.7,3,2,78209.6,0.02,2,78209.2,0.01,1,78213.7,331.51,34,78213.8,0.51,4,78213.9,0.01,1,78214.1,0.03,2,78214.2,0.01,1,78214.3,0.39,5,78214.5,0.01,1,78214.6,0.01,1,78214.7,0.16,2,78214.8,0.01,1,78215,0.01,1,78215.2,0.01,1,78215.4,0.01,1,78215.7,0.01,1,78215.8,0.01,1,78216,0.02,2,78216.1,0.13,2,78216.2,0.02,2,78216.3,0.01,1,78216.4,0.02,2,78216.5,0.01,1,78216.6,0.01,1,78216.8,0.04,4,78216.9,93.96,1,78217.1,0.05,2,610.12,426.97,0.1766,0.1,78213.6
1789003451904,78219.9,249.25,16,78219.8,0.04,2,78219.4,0.34,3,78219.2,0.64,1,78219,0.01,1,78218.5,0.01,1,78218.4,0.04,3,78218.3,1.51,2,78217.9,0.01,1,78217.8,0.64,1,78217.7,0.01,1,78217.1,0.01,1,78217,0.51,2,78216.9,1.02,3,78216.8,0.01,1,78216.5,0.01,1,78216.4,0.64,1,78216.3,0.01,1,78216.1,0.03,2,78216,2.62,5,78215.9,70.69,4,78215.8,229.64,1,78215.4,0.01,1,78215.3,0.01,1,78215.2,0.94,2,78220,599.8,54,78220.1,0.01,1,78220.4,0.02,2,78220.5,25.88,1,78220.7,0.01,1,78220.8,0.02,2,78221.4,0.01,1,78221.7,0.01,1,78221.8,0.02,2,78222,0.03,3,78222.1,79.12,1,78222.2,0.05,5,78222.3,6.33,3,78223,0.01,1,78223.1,0.01,1,78223.6,0.01,1,78223.7,0.01,1,78223.9,0.09,1,78224,0.02,2,78224.4,0.01,1,78224.7,0.11,2,78224.8,0.01,1,78225,0.1,1,78225.4,0.01,1,78225.6,0.01,1,558.65,711.71,-0.1205,0.1,78219.9
1789003482104,78218.2,238.32,23,78218,0.01,1,78217,0.66,2,78216.9,0.02,2,78216.5,0.01,1,78216.2,0.1,1,78216,0.04,2,78215.8,0.01,1,78215.6,0.03,2,78215.5,2.59,4,78215.4,37.97,2,78215.3,0.5,2,78215.2,0.06,5,78215.1,20,1,78215,20.01,2,78214.9,20,1,78214.7,0.01,1,78214.5,0.12,4,78214.3,1.53,3,78214.2,8.42,2,78214,0.01,1,78213.9,11.52,3,78213.8,243.15,6,78213.7,506.23,3,78213.6,0.01,1,78218.3,314.89,39,78218.4,0.03,3,78218.5,0.01,1,78218.7,84.71,2,78218.8,85.43,1,78219,0.64,1,78219.6,0.01,1,78219.8,0.03,3,78219.9,101.99,5,78220.5,0.02,2,78220.6,0.65,2,78220.8,0.02,2,78221.2,0.01,1,78221.6,0.01,1,78222.3,0.05,5,78222.4,54.18,3,78222.5,88.82,6,78222.8,0.01,1,78223.1,0.01,1,78223.2,0.01,1,78223.5,0.01,1,78223.6,0.01,1,78223.8,0.1,2,78224,0.01,1,78224.3,0.01,1,1111.33,731.67,0.206,0.1,78218.2
1789003512304,78200,204.58,25,78199.8,0.58,3,78199.5,0.01,1,78199.4,0.01,1,78199,0.02,2,78198.9,0.02,2,78198.6,0.02,2,78198.5,0.64,1,78198.3,0.05,2,78198,0.01,1,78197.5,0.02,2,78197.4,1.27,3,78197.3,0.8,1,78197.1,0.01,1,78197,1.01,2,78196.9,0.64,1,78196.7,0.01,1,78196.1,0.22,1,78196,0.03,3,78195.9,0.01,1,78195.8,0.78,1,78195.7,0.02,2,78195.5,0.02,2,78195.4,94.79,5,78195.3,72.66,5,78200.1,854.19,47,78200.2,0.07,2,78200.3,0.01,1,78201,0.03,2,78201.1,23.13,3,78201.2,77.34,2,78201.3,0.09,1,78201.6,0.01,1,78201.9,0.01,1,78202.3,0.01,1,78202.5,0.01,1,78202.8,0.06,5,78202.9,1.58,1,78203.3,0.01,1,78203.9,0.02,2,78204,13.11,4,78204.1,0.06,4,78204.6,0.03,3,78204.7,2,4,78204.8,0.03,3,78204.9,0.02,2,78205,7.65,1,78205.1,0.18,1,78205.3,0.01,1,78205.5,0.01,1,378.23,979.67,-0.4429,0.1,78200.1
1789003542504,78200,1238.56,81,78199.9,633.96,6,78199.8,20.04,3,78199.7,0.01,1,78199.6,20.02,3,78199.5,189.79,2,78199.4,14.94,2,78199.3,0.64,1,78199.2,0.01,1,78199.1,0.01,1,78199,79.76,2,78198.9,0.02,2,78198.8,0.16,1,78198.6,0.01,1,78198.5,12.81,3,78198.4,150.2,3,78198.3,0.11,3,78198,7.65,1,78197.6,0.12,3,78197.5,0.64,1,78197,20.45,3,78196.9,163.99,2,78196.8,148.56,5,78196.6,0.01,1,78196,7.67,3,78200.1,202.08,29,78200.2,0.06,1,78200.3,0.01,1,78200.7,0.01,1,78201.2,0.02,2,78201.3,1.79,1,78201.4,0.02,2,78201.5,4.33,3,78201.8,0.02,2,78201.9,0.01,1,78202.3,0.03,3,78202.4,1.76,1,78202.5,0.01,1,78202.8,0.02,2,78202.9,3.16,2,78203.3,0.01,1,78203.6,0.01,1,78204,0.02,2,78204.1,1.91,2,78204.2,0.01,1,78204.3,2.97,1,78204.4,0.01,1,78204.5,5.92,1,78204.6,0.01,1,78204.7,2.98,2,2710.14,227.18,0.8453,0.1,78200.1
1789003572704,78202.8,1140.77,95,78202.7,16.01,5,78202.6,127.9,3,78202.5,214.17,5,78202.4,77.73,1,78202.3,1.37,2,78202.1,0.01,1,78202,7.65,1,78201.6,0.02,2,78201.5,6.23,4,78201.4,49.85,10,78201.3,20.01,2,78201.2,170.27,4,78201.1,102.62,3,78201,8.29,2,78200.9,84.01,2,78200.7,0.01,1,78200.6,2.04,4,78200.4,0.01,1,78200.3,0.01,1,78200.2,14.96,3,78200.1,25.62,2,78200,11.34,3,78199.6,0.02,2,78199.5,0.95,1,78202.9,265.54,16,78204,0.01,1,78204.2,0.01,1,78204.6,0.01,1,78204.7,0.01,1,78204.8,0.01,1,78205.3,0.01,1,78205.4,0.02,2,78205.5,3.01,1,78205.7,0.33,2,78205.9,0.01,1,78206,0.01,1,78206.1,0.66,5,78206.3,0.01,1,78206.4,0.23,2,78206.7,0.01,1,78206.8,0.01,1,78207,0.01,1,78207.2,0.01,1,78207.3,0.01,1,78207.6,0.02,2,78207.7,1.19,2,78207.8,0.02,2,78207.9,0.01,1,78208,0.01,1,2081.87,271.18,0.7695,0.1,78202.9
1789020559550,78381.2,295.2,24,78381.1,0.01,1,78381,4.75,8,78380.4,0.01,1,78380.1,0.03,3,78380,30.01,2,78379.7,0.01,1,78379.6,0.64,1,78379.4,0.92,3,78379.3,52.98,4,78379.1,0.03,3,78379,87.82,3,78378.9,87.89,2,78378.4,0.01,1,78378.3,18.49,4,78378.2,24.73,10,78378.1,0.02,2,78378,8.24,4,78377.6,0.01,1,78377.4,0.02,2,78377.2,0.11,2,78377,0.09,1,78376.8,0.01,1,78376.7,0.01,1,78376.6,0.64,1,78381.3,1397.38,64,78381.4,10.38,5,78381.5,0.03,2,78381.6,67.63,3,78381.7,0.03,2,78381.8,27.89,3,78382.1,0.19,1,78382.2,0.02,2,78382.4,0.01,1,78382.5,0.64,1,78382.9,0.01,1,78383,0.01,1,78383.2,0.01,1,78383.3,0.01,1,78383.8,0.01,1,78383.9,0.05,4,78384,9.67,2,78384.1,0.01,1,78384.2,1.45,5,78384.3,135.88,10,78384.4,0.3,2,78384.6,0.01,1,78384.7,0.7,2,78385,0.01,1,78385.1,1.46,2,612.68,1653.79,-0.4594,0.1,78381.2
