timestamp_ms,bid0_price,bid0_size,bid0_orders,bid1_price,bid1_size,bid1_orders,bid2_price,bid2_size,bid2_orders,bid3_price,bid3_size,bid3_orders,bid4_price,bid4_size,bid4_orders,bid5_price,bid5_size,bid5_orders,bid6_price,bid6_size,bid6_orders,bid7_price,bid7_size,bid7_orders,bid8_price,bid8_size,bid8_orders,bid9_price,bid9_size,bid9_orders,bid10_price,bid10_size,bid10_orders,bid11_price,bid11_size,bid11_orders,bid12_price,bid12_size,bid12_orders,bid13_price,bid13_size,bid13_orders,bid14_price,bid14_size,bid14_orders,bid15_price,bid15_size,bid15_orders,bid16_price,bid16_size,bid16_orders,bid17_price,bid17_size,bid17_orders,bid18_price,bid18_size,bid18_orders,bid19_price,bid19_size,bid19_orders,bid20_price,bid20_size,bid20_orders,bid21_price,bid21_size,bid21_orders,bid22_price,bid22_size,bid22_orders,bid23_price,bid23_size,bid23_orders,bid24_price,bid24_size,bid24_orders,ask0_price,ask0_size,ask0_orders,ask1_price,ask1_size,ask1_orders,ask2_price,ask2_size,ask2_orders,ask3_price,ask3_size,ask3_orders,ask4_price,ask4_size,ask4_orders,ask5_price,ask5_size,ask5_orders,ask6_price,ask6_size,ask6_orders,ask7_price,ask7_size,ask7_orders,ask8_price,ask8_size,ask8_orders,ask9_price,ask9_size,ask9_orders,ask10_price,ask10_size,ask10_orders,ask11_price,ask11_size,ask11_orders,ask12_price,ask12_size,ask12_orders,ask13_price,ask13_size,ask13_orders,ask14_price,ask14_size,ask14_orders,ask15_price,ask15_size,ask15_orders,ask16_price,ask16_size,ask16_orders,ask17_price,ask17_size,ask17_orders,ask18_price,ask18_size,ask18_orders,ask19_price,ask19_size,ask19_orders,ask20_price,ask20_size,ask20_orders,ask21_price,ask21_size,ask21_orders,ask22_price,ask22_size,ask22_orders,ask23_price,ask23_size,ask23_orders,ask24_price,ask24_size,ask24_orders,bid_vol_total,ask_vol_total,imbalance,spread,mid_price
1787186895254,69665,1603.58,46,69664.9,0.02,1,69664,0.04,4,69663.6,0.01,1,69663.5,0.01,1,69662.9,0.01,1,69662.4,0.02,1,69662.3,12.01,3,69662,0.02,1,69661.9,46.69,3,69661.8,16,1,69661.6,150.01,2,69661.5,45.9,11,69661.2,0.29,2,69661.1,0.01,1,69661,0.28,1,69660.8,0.02,2,69660.7,0.29,2,69660.5,0.59,4,69660.2,144.03,3,69660,0.32,3,69659.9,183.86,1,69659.8,149.52,2,69659.7,34.5,4,69659.5,0.28,1,69665.1,4.36,5,69665.8,0.01,1,69666,0.01,1,69666.5,0.01,1,69666.6,41.52,3,69666.7,12.36,36,69667,0.18,1,69667.2,0.04,4,69667.3,0.01,1,69667.4,0.03,3,69667.8,0.02,2,69667.9,0.01,1,69668,0.01,1,69668.1,0.01,1,69668.3,0.01,1,69668.5,0.04,3,69668.6,21.56,3,69668.8,0.03,3,69668.9,0.01,1,69669,1.28,3,69669.2,1.05,4,69669.3,0.01,1,69669.5,0.06,2,69669.6,1.35,3,69669.7,2.02,10,2388.31,86.0,0.9305,0.1,69665.1
1787186925454,69589.4,244.92,14,69589,1.29,1,69588.9,0.01,1,69588.6,0.01,1,69588.5,0.01,1,69588.4,0.03,3,69588.3,770,1,69588.1,0.01,1,69588,0.02,1,69587.9,0.02,2,69587.7,0.05,2,69587.5,0.04,4,69587.3,0.04,2,69587.2,0.01,1,69587.1,0.01,1,69586.8,0.01,1,69586.7,0.02,2,69586.1,0.02,2,69586,0.02,1,69585.9,0.83,2,69585.8,0.01,1,69585.7,7.9,2,69585.6,0.23,2,69585.5,0.37,1,69585.4,0.01,1,69589.5,806.66,44,69589.7,0.02,1,69589.8,215.8,1,69589.9,0.02,1,69590,24.02,2,69590.1,143.72,1,69590.4,0.04,4,69590.9,0.28,1,69591,0.01,1,69591.3,0.01,1,69591.6,0.29,2,69592.2,0.01,1,69592.3,37.14,1,69592.5,172.28,2,69592.6,293.25,4,69592.7,220.94,15,69592.8,0.01,1,69592.9,0.28,1,69593,20.12,2,69593.3,0.28,1,69593.4,0.01,1,69593.6,0.13,3,69593.8,0.28,1,69594,0.06,2,69594.2,0.02,2,1025.89,1935.68,-0.3072,0.1,69589.4
1787186955654,69621.6,375.07,14,69620.7,0.01,1,69620.1,0.01,1,69619.6,0.02,1,69619.5,12.56,3,69619.4,37.14,1,69619.2,0.02,2,69619.1,0.02,2,69618.3,0.01,1,69618.2,0.01,1,69618.1,0.02,1,69618,0.03,1,69617.7,0.01,1,69617.2,0.02,1,69617.1,2.45,1,69616.9,6.4,5,69616.8,0.29,2,69616.7,0.01,1,69616.6,0.28,1,69616.5,0.01,1,69616.3,0.28,1,69616,0.02,2,69615.9,0.3,3,69615.6,0.28,1,69615.5,0.02,2,69621.7,722.35,17,69621.8,61.66,1,69621.9,0.28,1,69622,0.01,1,69622.2,0.01,1,69622.4,0.03,3,69623,0.29,2,69623.2,0.28,1,69623.5,0.1,1,69623.6,0.31,4,69623.8,0.01,1,69623.9,0.02,1,69624,0.01,1,69624.1,0.02,2,69624.2,34.34,1,69624.5,0.28,1,69624.6,0.01,1,69624.7,35.75,4,69624.8,11.36,1,69624.9,28.74,1,69625,149.27,4,69625.1,0.29,2,69625.2,12.99,2,69625.4,0.28,1,69625.5,0.01,1,435.29,1058.7,-0.4173,0.1,69621.6
1787186985904,69637.2,1402.85,73,69636.7,0.28,1,69636.6,0.02,2,69636.5,0.28,1,69636.2,0.29,2,69636,0.28,1,69635.7,0.29,2,69635.4,0.3,2,69635.3,1.59,1,69635.2,0.32,4,69635.1,4.52,1,69634.9,0.07,3,69634.8,0.29,2,69634.5,0.01,1,69633.9,0.01,1,69633.7,0.02,1,69633.5,0.01,1,69633.4,0.01,1,69633.3,0.02,2,69632.8,0.01,1,69632.7,0.03,3,69632.4,0.02,1,69632.3,6.31,1,69632.2,0.01,1,69632,0.02,2,69637.3,3.4,8,69637.5,0.22,1,69638.4,0.02,2,69638.9,0.01,1,69639.3,0.16,1,69639.7,0.01,1,69639.8,69.94,4,69639.9,33.29,1,69640,0.97,3,69640.3,0.01,1,69640.5,0.01,1,69640.6,2.2,2,69640.7,0.03,2,69640.8,0.01,1,69641,0.01,1,69641.2,12.19,1,69641.3,2.15,2,69641.6,0.02,2,69641.9,9.8,7,69642,0.03,3,69642.2,0.01,1,69642.5,35.43,2,69642.8,5.75,2,69642.9,35.42,1,69643,142.75,1,1417.86,353.84,0.6006,0.1,69637.2
1787187016054,69624.4,944.76,63,69624.3,0.28,1,69624.1,0.02,1,69624,46.54,1,69623.7,0.28,1,69623.2,0.28,1,69622.9,0.03,2,69622.8,155.01,2,69622.7,0.28,1,69622.4,0.02,2,69622.3,0.01,1,69621.8,0.01,1,69621.4,0.01,1,69621.3,0.01,1,69620.9,0.02,1,69620.8,0.28,1,69620.7,0.11,2,69619.9,0.01,1,69619.8,0.03,3,69619.7,0.28,1,69619.5,0.01,1,69619.2,0.05,5,69619,0.28,1,69618.7,0.3,3,69618.5,0.03,1,69624.5,418.05,14,69624.6,0.05,4,69625.2,0.01,1,69625.3,0.01,1,69625.6,0.02,2,69625.8,0.22,1,69626,0.35,2,69626.1,0.01,1,69626.4,1.09,2,69626.6,0.01,1,69627.1,1.09,2,69627.2,33.18,2,69627.5,0.01,1,69627.6,0.16,1,69627.7,0.01,1,69627.9,0.07,2,69628,13.03,1,69628.1,0.02,2,69628.4,0.22,2,69628.5,3.58,2,69628.6,32.47,1,69628.7,98.77,2,69628.8,0.03,3,69628.9,143.73,2,69629,149.24,1,1148.94,895.43,0.124,0.1,69624.4
1787187046204,69634,659.24,20,69633.8,1.42,6,69633,0.28,1,69632.7,0.28,1,69632.6,0.02,2,69632,0.02,2,69631.9,0.01,1,69631.8,0.28,1,69631.6,0.02,2,69631.1,0.29,2,69631,0.02,2,69630.8,0.28,1,69630.5,0.03,2,69630.4,0.02,2,69630.3,0.01,1,69630.1,0.01,1,69630,0.31,2,69629.5,0.01,1,69629.2,0.02,2,69629,0.17,2,69628.9,0.28,1,69628.8,0.06,5,69628.7,23.81,3,69628.6,0.28,1,69628.5,0.01,1,69634.1,526.3,24,69634.5,0.01,1,69634.6,5.14,6,69634.7,46.46,2,69634.9,0.01,1,69635,0.28,1,69635.1,0.01,1,69635.2,151.73,6,69635.5,0.29,2,69635.9,2.42,2,69636,0.03,3,69636.1,0.02,2,69636.2,90.47,2,69636.3,143.72,1,69636.6,0.01,1,69636.7,0.29,2,69637,0.28,1,69637.2,0.29,2,69637.5,0.01,1,69637.6,13.29,4,69637.8,0.02,2,69637.9,0.02,1,69638.1,0.1,3,69638.4,0.03,3,69638.5,0.01,1,687.18,981.24,-0.1763,0.1,69634.1
1787187076404,69610,5.55,9,69609.9,0.11,1,69609.6,0.02,2,69609.3,0.01,1,69609.1,0.01,1,69608.5,1.15,1,69608.4,0.01,1,69608.3,0.01,1,69608.1,0.01,1,69607.8,0.03,1,69607.2,0.01,1,69606.9,0.01,1,69606.8,0.01,1,69606.6,0.05,4,69606.5,0.01,1,69606.4,0.02,2,69606.3,0.01,1,69606,0.01,1,69605.8,0.17,2,69605.7,11.52,3,69605.6,31.62,2,69605.3,0.01,1,69605.2,0.02,2,69605.1,3.27,2,69605,0.03,3,69610.1,692.22,40,69610.2,0.81,3,69610.4,0.78,2,69610.6,0.28,1,69610.8,0.28,1,69610.9,0.01,1,69611,87.85,4,69611.1,2.28,2,69611.3,0.28,1,69611.6,0.29,2,69611.8,0.28,1,69612,0.29,2,69612.2,0.01,1,69612.4,0.01,1,69612.5,0.01,1,69612.6,0.01,1,69612.7,34.16,1,69612.8,0.03,3,69613.2,0.01,1,69613.5,0.03,3,69613.6,13.43,3,69613.7,0.06,1,69613.8,0.01,1,69614,0.01,1,69614.1,1.57,1,53.68,835.0,-0.8792,0.1,69610.1
1787187106554,69555.5,998.01,11,69555.2,0.01,1,69555.1,0.02,2,69555,16253.09,8,69554.9,0.04,3,69554.8,0.03,2,69554.7,0.03,2,69554.6,0.13,3,69554.5,0.13,1,69554.4,0.11,3,69554.3,0.46,1,69554.2,0.03,1,69554.1,0.02,2,69554,0.02,2,69553.9,2.88,2,69553.8,0.12,2,69553.7,0.01,1,69553.6,0.71,1,69553.4,0.01,1,69553.2,0.01,1,69553.1,0.03,2,69553,0.02,2,69552.8,0.01,1,69552.5,0.01,1,69552.4,0.01,1,69555.6,1364.66,75,69555.8,0.01,1,69555.9,57.51,2,69556,0.04,2,69556.1,2.88,2,69556.2,291.25,1,69556.3,0.02,1,69556.7,3.75,2,69556.9,0.2,1,69557,20.25,1,69557.1,0.01,1,69557.3,0.13,3,69557.4,0.02,2,69557.5,57.54,1,69557.6,152.76,2,69557.7,16.29,3,69557.8,0.01,1,69558.1,100,1,69558.2,5.05,2,69558.3,215.59,3,69558.4,16.34,4,69558.5,143.72,1,69558.6,152.01,4,69558.7,14.64,5,69558.8,0.35,3,17255.95,2615.03,0.7368,0.1,69555.6
1787187136704,69489.1,1350.36,63,69489,0.3,3,69488.8,0.28,1,69488,0.02,2,69487.8,0.02,2,69487.7,0.28,1,69487,0.01,1,69486.3,0.01,1,69486,0.03,1,69485.7,0.01,1,69485.6,0.02,1,69485.4,0.01,1,69485.3,0.02,2,69485.2,0.28,1,69484.8,0.04,4,69484.7,0.28,1,69484.5,0.02,1,69484.4,23.16,4,69484.3,13.64,2,69484,0.01,1,69483.8,0.01,1,69483.4,0.02,1,69483.3,3.36,2,69482.9,0.01,1,69482.7,20.28,2,69489.2,4.89,11,69489.6,0.01,1,69489.8,0.67,2,69489.9,0.01,1,69490,0.01,1,69490.4,0.01,1,69490.7,0.02,2,69490.8,1.57,1,69491.2,0.01,1,69491.3,0.02,2,69491.4,1.22,2,69491.5,0.01,1,69491.6,2.01,1,69491.7,0.02,2,69491.8,2.7,1,69491.9,143.72,1,69492,0.02,2,69492.5,172.7,3,69492.6,75.39,3,69492.7,0.01,1,69492.8,1.27,1,69492.9,3.74,2,69493.1,0.01,1,69493.3,0.01,1,69493.7,0.01,1,1412.48,410.06,0.55,0.1,69489.1
1787191860300,69570,145.36,14,69569.9,0.6,4,69569.8,44,1,69569.7,0.04,3,69569.5,0.05,3,69569.4,0.02,2,69569.2,0.5,6,69569.1,4.01,3,69568.9,0.04,4,69568.8,0.25,3,69568.7,0.01,1,69568.5,0.02,2,69568.4,43.86,2,69568.3,0.01,1,69568.2,0.01,1,69568,0.34,4,69567.9,358.63,1,69567.8,0.02,2,69567.7,0.02,2,69567.6,0.84,3,69567.5,0.09,3,69567.4,0.21,1,69567.3,0.05,4,69567.2,0.28,2,69567.1,0.12,4,69570.1,1299.17,34,69570.4,0.28,1,69570.5,0.01,1,69570.8,0.04,3,69570.9,21.03,2,69571.2,0.02,2,69571.6,0.14,2,69571.8,0.28,1,69572.1,0.29,2,69572.2,0.01,1,69572.5,0.29,2,69572.6,0.03,2,69572.7,20.03,3,69572.8,37.35,4,69573,28.76,1,69573.1,143.72,1,69573.2,0.02,1,69573.3,247.85,6,69573.4,24.03,9,69573.5,10.43,2,69573.6,21.25,5,69573.7,0.03,3,69573.8,0.28,1,69574,0.02,2,69574.1,1.53,2,599.38,1856.89,-0.512,0.1,69570.1
