timestamp_ms,side,price,size,trade_id
1788137553969,buy,77976,0.0001556,1051249590
1788137553969,buy,77976,0.01020784,1051249589
1788137549110,sell,77975.9,0.02508649,1051249588
1788137545778,buy,77976,0.00006412,1051249587
1788137542753,sell,77977.6,0.00001299,1051249586
1788137542749,sell,77977.6,0.00001471,1051249585
1788137542746,sell,77977.6,0.00001665,1051249584
1788137542742,buy,77976,0.00001885,1051249583
1788137541307,buy,77976,0.00128244,1051249582
1788137538669,sell,77975.9,0.04,1051249581
1788137536586,buy,77976,0.00256489,1051249580
1788137535760,buy,77977.7,0.00128334,1051249579
1788137535626,sell,77980,0.00008096,1051249578
1788137535624,sell,77980.1,0.00001288,1051249577
1788137535624,sell,77981.2,0.0000102,1051249576
1788137535624,sell,77983.7,0.0000102,1051249575
1788137535624,sell,77984.2,0.001,1051249574
1788137535501,sell,77985.9,0.00001288,1051249573
1788137535501,sell,77988.8,0.00001288,1051249572
1788137535501,sell,77991.6,0.00001288,1051249571
1788137535501,sell,77992.2,0.0000102,1051249570
1788137535484,sell,77993,0.0000102,1051249569
1788137535481,sell,77993.6,0.0177968,1051249568
1788137535481,sell,77993.6,0.03223374,1051249567
1788137535481,sell,77994.3,0.0000326,1051249566
1788137535481,sell,77994.3,0.00311212,1051249565
1788137535481,sell,77994.3,0.00311212,1051249564
1788137535481,sell,77994.3,0.06,1051249563
1788137531527,sell,77998.3,0.00023463,1051249562
1788137528002,buy,77994.4,0.04014578,1051249561
1788137528002,buy,77994.4,0.02381,1051249560
1788137528002,buy,77994.4,0.102001,1051249559
1788137525494,sell,77994.5,0.00001288,1051249558
1788137525494,sell,77997.7,0.0000102,1051249557
1788137523311,sell,77998.3,0.00002133,1051249556
1788137523306,sell,77998.3,0.00002415,1051249555
1788137523303,buy,77994.4,0.00001288,1051249554
1788137523301,sell,77994.3,0.00002733,1051249553
1788137523300,buy,77990,0.00970551,1051249552
1788137523300,buy,77990,0.00008096,1051249551
1788137523298,sell,77989.9,0.00003093,1051249550
1788137523298,sell,77989.9,0.00000001,1051249549
1788137523295,buy,77989.8,0.0000102,1051249548
1788137523294,buy,77989.1,0.0032563,1051249547
1788137523294,buy,77989.1,0.00360556,1051249546
1788137523294,buy,77989.1,0.0032563,1051249545
1788137523294,buy,77989.1,0.00360557,1051249544
1788137523294,buy,77989.1,0.00015946,1051249543
1788137523294,buy,77989.1,0.00003503,1051249542
1788137523294,buy,77989.1,0.00258542,1051249541
1788137523294,buy,77989.1,0.01169632,1051249540
1788137521827,buy,77989.1,0.0002308,1051249539
1788137521811,sell,77989,0.00003965,1051249538
1788137521807,sell,77989,0.00004488,1051249537
1788137521803,buy,77988.8,0.00199496,1051249536
1788137521803,buy,77988.8,0.00005081,1051249535
1788137521782,buy,77988.8,0.0048,1051249534
1788137521661,sell,77988.7,0.00005752,1051249533
1788137521657,sell,77988.7,0.00007831,1051249532
1788137521655,buy,77988.7,0.00001501,1051249531
1788137521655,buy,77988.7,0.00001288,1051249530
1788137521655,buy,77986.9,0.0000102,1051249529
1788137521655,buy,77985.8,0.00001288,1051249528
1788137521653,sell,77984.3,0.00008864,1051249527
1788137521650,sell,77984.3,0.00010034,1051249526
1788137521647,sell,77984.3,0.00015055,1051249525
1788137521643,buy,77979.8,0.00019154,1051249524
1788137521643,buy,77979.8,0.00279406,1051249523
1788137521575,buy,77977.4,0.0000102,1051249522
1788137521575,buy,77976.6,0.0000102,1051249521
1788137521562,buy,77975.8,0.0000102,1051249520
1788137520755,sell,77976.1,0.00074462,1051249519
1788137519242,sell,77975.9,0.0000102,1051249518
1788137519242,sell,77976.1,0.00180199,1051249517
1788137518531,buy,77976.2,0.00128244,1051249516
1788137518340,buy,77976.2,0.00012823,1051249515
1788137517697,buy,77976.2,0.00124268,1051249514
1788137514525,buy,77977.6,0.00089496,1051249513
1788137513495,sell,77979.7,0.00016961,1051249512
1788137513495,sell,77979.7,0.0000321,1051249511
1788137513495,sell,77979.7,0.00027429,1051249510
1788137513419,buy,77979.8,0.00567411,1051249509
1788137513419,buy,77979.8,0.00004787,1051249508
1788137508710,sell,77979.7,0.00132386,1051249507
1788137503583,sell,77979.7,0.00241833,1051249506
1788137503583,sell,77979.7,0.00040069,1051249505
1788137500851,sell,77980,0.00008096,1051249504
1788137500851,sell,77980.1,0.00001288,1051249503
1788137500851,sell,77983,0.00001288,1051249502
1788137500851,sell,77983.3,0.00033972,1051249501
1788137499814,buy,77984.4,0.00006409,1051249500
1788137496450,sell,77985.6,0.00008657,1051249499
1788137496450,sell,77985.9,0.00001288,1051249498
1788137496450,sell,77986.8,0.0000102,1051249497
1788137496450,sell,77989.4,0.00003235,1051249496
1788137495031,sell,77989.4,0.00005418,1051249495
1788137495027,buy,77989,0.0000102,1051249494
1788137495027,buy,77988.2,0.0000102,1051249493
1788137495027,buy,77987,0.00006135,1051249492
1788137493375,sell,77986.9,0.000142,1051249491
1788137611409,buy,78006.1,0.00064097,1051249702
1788137604047,sell,78006,0.00445592,1051249701
1788137603502,sell,78006.1,0.00001288,1051249700
1788137603502,sell,78009,0.00001287,1051249699
1788137603502,sell,78010,0.00008096,1051249698
1788137603502,sell,78010.9,0.0000102,1051249697
1788137603424,sell,78011.2,0.00000001,1051249696
1788137603424,sell,78011.2,0.00076507,1051249695
1788137603424,sell,78011.2,0.00003306,1051249694
1788137602613,sell,78011.8,0.00001287,1051249693
1788137602613,sell,78013.1,0.00001501,1051249692
1788137602613,sell,78014.7,0.00001287,1051249691
1788137602613,sell,78015.5,0.00003502,1051249690
1788137602613,sell,78016.2,0.0000102,1051249689
1788137602589,sell,78019.5,0.0000102,1051249688
1788137602254,sell,78020.5,0.00001287,1051249687
1788137602245,sell,78022.6,0.0000102,1051249686
1788137601671,sell,78023.3,0.0000102,1051249685
1788137601671,sell,78025.1,0.00230238,1051249684
1788137601671,sell,78025.1,0.00011018,1051249683
1788137601671,sell,78025.1,0.00217219,1051249682
1788137601671,sell,78025.1,0.00001,1051249681
1788137601671,sell,78025.1,0.00001,1051249680
1788137600110,buy,78025.3,0.00004568,1051249679
1788137600110,buy,78023.3,0.00001287,1051249678
1788137600110,buy,78022,0.0000102,1051249677
1788137600110,buy,78020.3,0.00007325,1051249676
1788137600061,buy,78015.5,0.00008292,1051249675
1788137599046,buy,78015.5,0.00012817,1051249674
1788137598221,buy,78015.5,0.0000107,1051249673
1788137598219,sell,78016.2,0.0000102,1051249672
1788137598219,sell,78017.6,0.00001287,1051249671
1788137598219,sell,78020.5,0.00001287,1051249670
1788137598217,sell,78023.4,0.0000107,1051249669
1788137598212,buy,78023.5,0.0000147,1051249668
1788137598208,buy,78023.5,0.00002021,1051249667
1788137598204,sell,78025.7,0.0000102,1051249666
1788137598204,sell,78026.1,0.00260385,1051249665
1788137595284,buy,78026.2,0.0000737,1051249664
1788137594958,buy,78026.2,0.00128162,1051249663
1788137593331,buy,78026.2,0.00897134,1051249662
1788137592318,sell,78026.1,0.12857269,1051249661
1788137592318,sell,78026.1,0.0015,1051249660
1788137592318,sell,78026.1,0.03552,1051249659
1788137592318,sell,78026.1,0.10519,1051249658
1788137592297,buy,78026.2,0.000713,1051249657
1788137592285,buy,78020.1,0.0000102,1051249656
1788137592285,buy,78020,0.00008096,1051249655
1788137592285,buy,78019.8,0.00076507,1051249654
1788137591758,buy,78019.8,0.00088103,1051249653
1788137591758,buy,78019.8,0.00040069,1051249652
1788137591392,buy,78016.6,0.00033972,1051249651
1788137591385,buy,78014.6,0.00001287,1051249650
1788137591362,buy,78011.7,0.00001288,1051249649
1788137591362,buy,78010,0.00035069,1051249648
1788137591362,buy,78010,0.00002096,1051249647
1788137588890,buy,78007.5,0.00357979,1051249646
1788137588886,sell,78009.9,0.26890475,1051249645
1788137588886,sell,78009.9,0.00244355,1051249644
1788137588886,sell,78009.9,0.00244354,1051249643
1788137588886,sell,78009.9,0.00492136,1051249642
1788137588886,sell,78009.9,0.00001632,1051249641
1788137587760,buy,78006.1,0.00015383,1051249640
1788137586513,sell,78009.9,0.00004678,1051249639
1788137585984,sell,78009.9,0.00124124,1051249638
1788137585144,buy,78010,0.00006,1051249637
1788137580979,buy,78006,0.00001287,1051249636
1788137580979,buy,78003.8,0.0000102,1051249635
1788137580978,buy,78003.7,0.00035075,1051249634
1788137580978,buy,78003.7,0.09993975,1051249633
1788137580557,buy,78003.7,0.00006025,1051249632
1788137580454,sell,78003.6,0.00002089,1051249631
1788137580411,buy,78003.1,0.00001288,1051249630
1788137580411,buy,78000,0.00008096,1051249629
1788137580410,buy,77999.8,0.00040069,1051249628
1788137580409,buy,77998.4,0.00015944,1051249627
1788137580409,buy,77998.3,0.00768355,1051249626
1788137580136,buy,77997.3,0.00001288,1051249625
1788137580000,buy,77989.2,0.00095269,1051249624
1788137579922,buy,77986,0.00358608,1051249623
1788137579762,sell,77985.9,0.00001107,1051249622
1788137577053,buy,77986,0.00005257,1051249621
1788137576229,buy,77986,0.00948751,1051249620
1788137576229,buy,77986,0.0015,1051249619
1788137571927,sell,77985.9,0.00807155,1051249618
1788137571927,sell,77985.9,0.0000344,1051249617
1788137571927,sell,77985.9,0.00152144,1051249616
1788137568489,sell,77991.6,0.00001288,1051249615
1788137568487,sell,77996.1,0.0000102,1051249614
1788137568486,sell,77996.9,0.06,1051249613
1788137568486,sell,77996.9,0.00463514,1051249612
1788137568486,sell,77996.9,0.0001023,1051249611
1788137568486,sell,77996.9,0.00004406,1051249610
1788137568486,sell,77996.9,0.00267559,1051249609
1788137568486,sell,77996.9,0.00318951,1051249608
1788137568486,sell,77996.9,0.00001,1051249607
1788137568486,sell,77996.9,0.00045939,1051249606
1788137564823,buy,77990,0.00008096,1051249605
1788137564823,buy,77988.7,0.00001288,1051249604
1788137564823,buy,77987.5,0.0000102,1051249603
1788137663110,sell,78030.8,0.00581011,1051249833
1788137663110,sell,78033.1,0.00001861,1051249832
